STITCH_1,STITCH_2,Polypharmacy_Side_Effect,Side_Effect_Name,STITCH_1_encoded,STITCH_2_encoded,drug_interaction_score,drug_sum,drug_diff,severity,affected_system,side_effect_category,severity_encoded,system_encoded,category_encoded,has_severe_interaction
CID000005391,CID000005584,C0027497,nausea,38,18,684,56,20,mild,other,gastrointestinal,0,0,1,0
CID000005391,CID000005584,C0003123,Anorexia,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0398353,Hypoventilation,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0038663,attempted suicide,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0020625,blood sodium decreased,38,18,684,56,20,moderate,other,hematological,1,0,2,0
CID000005391,CID000005584,C0973461,dysphasia,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0024117,chronic obstructive airway disease,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0020649,arterial pressure NOS decreased,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0016382,facial flushing,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000005391,CID000005584,C0152128,drug withdrawal,38,18,684,56,20,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0008325,cholecystitis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0020538,High blood pressure,10,39,390,49,29,moderate,other,cardiovascular,1,0,0,0
CID000002802,CID005381226,C0086769,panic attack,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0032290,aspiration pneumonia,10,39,390,49,29,moderate,other,respiratory,1,0,8,0
CID000002802,CID005381226,C0032227,Pleural Effusion,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0037199,Sinusitis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C1145670,respiratory failure,10,39,390,49,29,severe,other,respiratory,2,0,8,1
CID000002802,CID005381226,C0158252,intervertebral disc disorder,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0020433,Bilirubinaemia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0398353,Hypoventilation,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0497327,amentia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0235946,cerebral atrophy,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0018802,Cardiac decompensation,10,39,390,49,29,moderate,other,cardiovascular,1,0,0,0
CID000002802,CID005381226,C0007859,cervicalgia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0019158,hepatitis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0009676,confusion,10,39,390,49,29,moderate,other,neurological,1,0,5,0
CID000002802,CID005381226,C0020473,hyperlipaemia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0575081,Abnormal Gait,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0042024,Incontinence,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0042373,angiopathy,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0006112,metabolic encephalopathy,10,39,390,49,29,moderate,other,metabolic,1,0,4,0
CID000002802,CID005381226,C0016977,gall bladder,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0020615,hypoglycaemia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0033774,itch,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0011881,Diabetic Nephropathy,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0014038,encephalitis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0007785,cerebral infarct,10,39,390,49,29,severe,other,other,2,0,6,1
CID000002802,CID005381226,C0043096,loss of weight,10,39,390,49,29,mild,other,other,0,0,6,0
CID000002802,CID005381226,C0013404,Difficulty breathing,10,39,390,49,29,moderate,other,respiratory,1,0,8,0
CID000002802,CID005381226,C0002871,anaemia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0039239,sinus tachycardia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0242362,Intervertebral Disc Herniation,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0004153,Atherosclerosis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0003504,aortic regurgitation,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0039231,heart rate increased,10,39,390,49,29,moderate,other,cardiovascular,1,0,0,0
CID000002802,CID005381226,C0027796,Neuralgia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0003873,Arthritis rheumatoid,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0018991,hemiplegia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0519030,pneumonia Klebsiella,10,39,390,49,29,moderate,other,respiratory,1,0,8,0
CID000002802,CID005381226,C0008033,pleural pain,10,39,390,49,29,moderate,other,pain,1,0,7,0
CID000002802,CID005381226,C0006277,bronchitis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0036572,convulsion,10,39,390,49,29,severe,other,other,2,0,6,1
CID000002802,CID005381226,C0034067,emphysema,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0034063,lung edema,10,39,390,49,29,severe,other,respiratory,2,0,8,1
CID000002802,CID005381226,C0006840,Candida Infection,10,39,390,49,29,moderate,other,infectious,1,0,3,0
CID000002802,CID005381226,C0011168,deglutition disorder,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0019360,herpes zoster,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0003123,Anorexia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0040822,tremor,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0041296,Mycobacterium tuberculosis infection,10,39,390,49,29,moderate,other,infectious,1,0,3,0
CID000002802,CID005381226,C0004238,AFIB,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0024115,Disorder Lung,10,39,390,49,29,moderate,other,respiratory,1,0,8,0
CID000002802,CID005381226,C0032768,Postherpetic Neuralgia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0020621,hypokalaemia,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0022679,renal cyst,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0014457,Eosinophil Count Increased,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0019209,enlarged liver,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0003962,ascites,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000002802,CID005381226,C0027813,Neuritis,10,39,390,49,29,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0522055,abnormal ECG,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0043096,loss of weight,27,28,756,55,1,mild,other,other,0,0,6,0
CID000004212,CID000060953,C0004144,atelectasis,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0016663,Bone Fracture Spontaneous,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0004604,Back Ache,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000004212,CID000060953,C0017574,gingivitis,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0878544,Cardiomyopathy,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0037199,Sinusitis,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0595939,still birth,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0043144,wheeze,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0158252,intervertebral disc disorder,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0149778,soft tissue infection,27,28,756,55,1,moderate,other,infectious,1,0,3,0
CID000004212,CID000060953,C0344232,blurred vision,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0016242,floaters,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0085593,chill,27,28,756,55,1,mild,other,other,0,0,6,0
CID000004212,CID000060953,C0010200,Cough,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0040136,thyroid neoplasia,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0518988,dental abscess,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0040460,dental pain,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000004212,CID000060953,C0009676,confusion,27,28,756,55,1,moderate,other,neurological,1,0,5,0
CID000004212,CID000060953,C0520474,aseptic necrosis bone,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0006325,bruxism,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0042373,angiopathy,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0035317,retinal bleeding,27,28,756,55,1,moderate,other,hematological,1,0,2,0
CID000004212,CID000060953,C0678222,Breast cancer,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0000731,abdominal distension,27,28,756,55,1,mild,other,gastrointestinal,0,0,1,0
CID000004212,CID000060953,C0029442,osteomalacia,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0013404,Difficulty breathing,27,28,756,55,1,moderate,other,respiratory,1,0,8,0
CID000004212,CID000060953,C0002871,anaemia,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0015672,Fatigue,27,28,756,55,1,mild,other,other,0,0,6,0
CID000004212,CID000060953,C0038999,bulging,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0239739,gingival pain,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000004212,CID000060953,C0008033,pleural pain,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000004212,CID000060953,C0029400,bone inflammation,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0020542,pulmonary hypertension,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0085649,edema extremities,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0006849,candidiasis of mouth,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0029443,osteomyelitis,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0031542,Phlebitis,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0149871,deep vein thromboses,27,28,756,55,1,severe,other,other,2,0,6,1
CID000004212,CID000060953,C0030193,Pain,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000004212,CID000060953,C0040435,tooth disease,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0221776,mouth pain,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000004212,CID000060953,C0149931,migraine,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0022408,arthropathy,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0036396,ischias,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C1145670,respiratory failure,27,28,756,55,1,severe,other,respiratory,2,0,8,1
CID000004212,CID000060953,C0031039,pericardial effusion,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0242379,lung neoplasm malignant,27,28,756,55,1,moderate,other,respiratory,1,0,8,0
CID000004212,CID000060953,C0032227,Pleural Effusion,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0031117,neuropathy peripheral,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0021311,infection,27,28,756,55,1,moderate,other,infectious,1,0,3,0
CID000004212,CID000060953,C0010692,Bladder inflammation,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0456909,blindness,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0027813,Neuritis,27,28,756,55,1,moderate,other,other,1,0,6,0
CID000004212,CID000060953,C0018681,Head ache,27,28,756,55,1,moderate,other,pain,1,0,7,0
CID000000596,CID000005726,C0013221,drug toxicity NOS,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0043096,loss of weight,0,19,0,19,19,mild,other,other,0,0,6,0
CID000000596,CID000005726,C0019348,herpes simplex,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0027947,Neutropenia,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0035455,Rhinitis,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0023418,Leukaemia,0,19,0,19,19,severe,other,other,2,0,6,1
CID000000596,CID000005726,C0231807,Dyspnea exertional,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0392525,Nephrolithiasis,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0018965,blood in urine,0,19,0,19,19,moderate,other,hematological,1,0,2,0
CID000000596,CID000005726,C0015967,body temperature increased,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0030252,palpitation,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0023467,Acute myeloblastic leukemia,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0595939,still birth,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0021311,infection,0,19,0,19,19,moderate,other,infectious,1,0,3,0
CID000000596,CID000005726,C0030312,bone marrow failure,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000000596,CID000005726,C0015672,Fatigue,0,19,0,19,19,mild,other,other,0,0,6,0
CID000000596,CID000005726,C0014591,epistaxis,0,19,0,19,19,moderate,other,other,1,0,6,0
CID000002522,CID000003308,C0015967,body temperature increased,8,1,8,9,7,moderate,other,other,1,0,6,0
CID000002522,CID000003308,C0008033,pleural pain,8,1,8,9,7,moderate,other,pain,1,0,7,0
CID000002522,CID000003308,C0011609,dermatitis medicamentosa,8,1,8,9,7,moderate,other,other,1,0,6,0
CID000002522,CID000003308,C0014742,erythema multiforme,8,1,8,9,7,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0151611,abnormal EEG,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0017152,gastric inflammation,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0274435,Transfusion reaction,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0027441,nasopharyngitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0007642,cellulitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0080274,bladder retention,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0043096,loss of weight,15,27,405,42,12,mild,other,other,0,0,6,0
CID000003405,CID000060795,C0000786,abortion spontaneous,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0149801,urosepsis,15,27,405,42,12,moderate,other,infectious,1,0,3,0
CID000003405,CID000060795,C0013473,eating disorder,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0035258,Ekbom Syndrome,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0036341,schizophrenia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C1145670,respiratory failure,15,27,405,42,12,severe,other,respiratory,2,0,8,1
CID000003405,CID000060795,C0018808,cardiac murmur,15,27,405,42,12,moderate,other,cardiovascular,1,0,0,0
CID000003405,CID000060795,C0018800,cardiac enlargement,15,27,405,42,12,moderate,other,cardiovascular,1,0,0,0
CID000003405,CID000060795,C0027404,narcolepsy,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0015967,body temperature increased,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0033687,proteinuria,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0162316,iron deficiency anaemia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0003578,Apnea,15,27,405,42,12,moderate,other,respiratory,1,0,8,0
CID000003405,CID000060795,C0015230,eruption,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0836924,increased platelet count,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0035455,Rhinitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0034155,thrombotic microangiopathy,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0221150,odynophagia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0151908,dry skin,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0009676,confusion,15,27,405,42,12,moderate,other,neurological,1,0,5,0
CID000003405,CID000060795,C0042029,Infection Urinary Tract,15,27,405,42,12,moderate,other,infectious,1,0,3,0
CID000003405,CID000060795,C0020456,hyperglycaemia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0026769,multiple sclerosis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0036572,convulsion,15,27,405,42,12,severe,other,other,2,0,6,1
CID000003405,CID000060795,C0042164,intraocular inflammation,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0232492,abdominal pain upper,15,27,405,42,12,moderate,other,gastrointestinal,1,0,1,0
CID000003405,CID000060795,C0000737,abdominal pain,15,27,405,42,12,moderate,other,gastrointestinal,1,0,1,0
CID000003405,CID000060795,C0043094,weight gain,15,27,405,42,12,mild,other,other,0,0,6,0
CID000003405,CID000060795,C0014549,Convulsions Grand Mal,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0015672,Fatigue,15,27,405,42,12,mild,other,other,0,0,6,0
CID000003405,CID000060795,C0003850,arteriosclerosis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0014394,Enuresis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0750426,increased white blood cell count,15,27,405,42,12,moderate,other,hematological,1,0,2,0
CID000003405,CID000060795,C0085615,bundle branch block right,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0032285,neumonia,15,27,405,42,12,severe,other,other,2,0,6,1
CID000003405,CID000060795,C0031212,Personality disorder,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0917801,insomnia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0008031,chest pain,15,27,405,42,12,moderate,other,cardiovascular,1,0,0,0
CID000003405,CID000060795,C0037023,salivary gland inflammation,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0039239,sinus tachycardia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0340274,pregnancy induced hypertension,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0435630,wrist fracture,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0006277,bronchitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0006849,candidiasis of mouth,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0024902,breast pain,15,27,405,42,12,moderate,other,pain,1,0,7,0
CID000003405,CID000060795,C0037763,muscle spasm,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0007860,cervicitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0398353,Hypoventilation,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0262385,autonomic instability,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0019291,hernia hiatal,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0007868,cervical dysplasia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0024205,adenitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0013491,ecchymoses,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0020433,Bilirubinaemia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0011206,acute brain syndrome,15,27,405,42,12,moderate,other,neurological,1,0,5,0
CID000003405,CID000060795,C0686347,tardive dyskinesia,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0005826,blood pressure abnormal,15,27,405,42,12,moderate,other,cardiovascular,1,0,0,0
CID000003405,CID000060795,C0080194,muscle strain,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0009763,conjunctivitis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0033975,psychoses,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0042136,uterine infection,15,27,405,42,12,moderate,other,infectious,1,0,3,0
CID000003405,CID000060795,C0023518,leucocytosis,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0018524,Hallucination,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0014457,Eosinophil Count Increased,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0020651,Hypotension Orthostatic,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003405,CID000060795,C0033038,Ejaculation Premature,15,27,405,42,12,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0017152,gastric inflammation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0004601,back injury,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0231807,Dyspnea exertional,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0085602,excessive thirst,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0004604,Back Ache,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0013456,ear ache,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0151632,elevated erythrocyte sedimentation rate,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0012569,Diplopia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0015967,body temperature increased,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020437,Blood Calcium Increased,16,36,576,52,20,moderate,other,hematological,1,0,2,0
CID000003446,CID004183806,C0162298,joint stiffness,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0015230,eruption,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0349231,phobia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0014868,esophagitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0027726,nephrotic syndrome,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0042029,Infection Urinary Tract,16,36,576,52,20,moderate,other,infectious,1,0,3,0
CID000003446,CID004183806,C0042024,Incontinence,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020538,High blood pressure,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C0595939,still birth,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0221706,road traffic accident,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0034886,proctalgia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0151825,bone pain,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0003873,Arthritis rheumatoid,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0024121,lung neoplasms,16,36,576,52,20,moderate,other,respiratory,1,0,8,0
CID000003446,CID004183806,C0005747,Blepharospasm,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0009917,contracture,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0017160,gastroenteritis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0033246,proctitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0008031,chest pain,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C0008033,pleural pain,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0019291,hernia hiatal,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0080274,bladder retention,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0038012,spondylitis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0030193,Pain,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0038019,spondylosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C1384606,dyspareunia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0030196,Extremity pain,16,36,576,52,20,moderate,other,pain,1,0,7,0
CID000003446,CID004183806,C0020502,hyperparathyroidism,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0027497,nausea,16,36,576,52,20,mild,other,gastrointestinal,0,0,1,0
CID000003446,CID004183806,C0037315,sleep apnea,16,36,576,52,20,moderate,other,respiratory,1,0,8,0
CID000003446,CID004183806,C0002170,alopecia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0034735,Raynauds phenomenon,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0428977,bradycardia,16,36,576,52,20,moderate,other,cardiovascular,1,0,0,0
CID000003446,CID004183806,C0206062,ild,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0020625,blood sodium decreased,16,36,576,52,20,moderate,other,hematological,1,0,2,0
CID000003446,CID004183806,C0020621,hypokalaemia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0259768,wound dehiscence,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0003850,arteriosclerosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0023530,leucopenia,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0029456,osteoporosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0155773,portal vein thrombosis,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0015256,Excoriation,16,36,576,52,20,moderate,other,other,1,0,6,0
CID000003446,CID004183806,C0032285,neumonia,16,36,576,52,20,severe,other,other,2,0,6,1
